Team Name,Team City,Competition Level,Gender Division,lat,lon
The Classical Academy,Colorado Springs,High School,Boys,38.8339578,-104.8253485
Crush,Colorado Springs,High School,Boys,38.8339578,-104.8253485
Crush - Ladies,Colorado Springs,High School,Girls,38.8339578,-104.8253485
Crush Mix,Colorado Springs,High School,Mixed,38.8339578,-104.8253485
Cheyenne Ultimate,Colorado Springs ,High School,Boys,38.8339578,-104.8253485
Gladiators,Colorado Springs ,High School,Boys,38.8339578,-104.8253485
Bishop Hartley,Columbus,High School,Boys,39.9622601,-83.0007065
Bishop Hartley,Columbus,High School,Mixed,39.9622601,-83.0007065
Watterson LazerKatz,Columbus,High School,Boys,39.9622601,-83.0007065
Watterson LazerKatz,Columbus,High School,Mixed,39.9622601,-83.0007065
Columbus Girls Team,Columbus,High School,Girls,39.9622601,-83.0007065
Columbus Alternative,Columbus,High School,Boys,39.9622601,-83.0007065
Columbus Alternative,Columbus,High School,Mixed,39.9622601,-83.0007065
Marburn,Columbus,High School,Boys,39.9622601,-83.0007065
Marburn,Columbus,High School,Mixed,39.9622601,-83.0007065
Pickerington B,Columbus,High School,Boys,39.9622601,-83.0007065
St. Charles B,Columbus,High School,Boys,39.9622601,-83.0007065
St. Charles,Columbus,High School,Boys,39.9622601,-83.0007065
St. Charles,Columbus,High School,Mixed,39.9622601,-83.0007065
Whetstone,Columbus,High School,Boys,39.9622601,-83.0007065
Whetstone,Columbus,High School,Mixed,39.9622601,-83.0007065
CChaos Girls,Concord,High School,Girls,43.207178,-71.537476
CChaos Girls,Concord,High School,Boys,43.207178,-71.537476
CCHS Practice Roster-Boys,Concord,High School,Boys,43.207178,-71.537476
CC HaoS Boys B,Concord,High School,Boys,43.207178,-71.537476
CC HaoS Open A,Concord,High School,Boys,43.207178,-71.537476
Spartans,Concord,High School,Boys,43.207178,-71.537476
Coppell Ultimate A,Coppell,High School,Boys,32.9552598,-97.0155703
Coppell Ultimate Mixed,Coppell,High School,Mixed,32.9552598,-97.0155703
John Jay Bear Raid 2017,Cross River,High School,Boys,41.2614778,-73.5932622
John Jay Ultimate 17,Cross River,High School,Boys,41.2614778,-73.5932622
Cumberland Ultimate,Cumberland,High School,Mixed,39.2744299,-88.2423795
Cumberland Ultimate,Cumberland,High School,Boys,39.2744299,-88.2423795
Cumberland Ultimate,Cumberland,High School,Girls,39.2744299,-88.2423795
Bulldogs,Cumming,High School,Boys,41.4833235,-93.7624442
South Forsyth War Eagles,Cumming,High School,Boys,41.4833235,-93.7624442
Bravehearts,Dallas,High School,Boys,32.7762719,-96.7968559
Generals,Danbury,High School,Boys,41.39508,-73.4752906
Eagles A,Danvers,High School,Boys,42.5750946,-70.9300507
Dog Pound,Decatur,High School,Boys,39.8454163,-88.9524151
DeForest ,DeForest,High School,Boys,43.2477691,-89.3437277
Bethlehem Ultimate,Delmar,High School,Mixed,42.0022453,-90.6070804
Bethlehem Ultimate,Delmar,High School,Boys,42.0022453,-90.6070804
Arapahoe High School Warriors,Denver,High School,Girls,39.7392364,-104.9848623
Arapahoe High School Warriors,Denver,High School,Boys,39.7392364,-104.9848623
Mustangs - Girls,Denver,High School,Girls,39.7392364,-104.9848623
Mustangs,Denver,High School,Mixed,39.7392364,-104.9848623
Mustangs - Boys,Denver,High School,Boys,39.7392364,-104.9848623
DSST,Denver,High School,Boys,39.7392364,-104.9848623
The Unscrupulous Skubels,Denver,High School,Mixed,39.7392364,-104.9848623
Denver East Girls,Denver,High School,Girls,39.7392364,-104.9848623
Denver East Open,Denver,High School,Boys,39.7392364,-104.9848623
Denver East Open,Denver,High School,Boys,39.7392364,-104.9848623
Denver East Mixed A,Denver,High School,Mixed,39.7392364,-104.9848623
Denver East Mixed B,Denver,High School,Mixed,39.7392364,-104.9848623
Denver East Development Team,Denver,High School,Boys,39.7392364,-104.9848623
DWS Spartans,Denver,High School,Boys,39.7392364,-104.9848623
Colorado Cutthroat,Denver,High School,Boys,39.7392364,-104.9848623
Colorado Cutthroat ,Denver,High School,Girls,39.7392364,-104.9848623
Colorado Cutthroat,Denver/Boulder,High School,Boys,42.7506965,-109.7005117
Cutthroat Combo Team,Denver/Boulder,High School,Boys,42.7506965,-109.7005117
Flying Teddies,Des Moines,High School,Boys,41.5910323,-93.6046655
Mustangs,Downers Grove,High School,Boys,41.7936822,-88.0102281
Fighting Quakers,Durham,High School,Boys,35.996653,-78.9018053
Fighting Quakers,Durham,High School,Boys,35.996653,-78.9018053
Fighting Quakers,Durham,High School,Mixed,35.996653,-78.9018053
Koi,Durham,High School,Girls,35.996653,-78.9018053
CFS X,Durham,High School,Boys,35.996653,-78.9018053
CFS Y,Durham,High School,Boys,35.996653,-78.9018053
Durham Academy Cavaliers,Durham,High School,Boys,35.996653,-78.9018053
Bull City Bulldogs,Durham,High School,Girls,35.996653,-78.9018053
Salty Dog,Durham,High School,Boys,35.996653,-78.9018053
Jordan Falcons,Durham,High School,Boys,35.996653,-78.9018053
SMUF,Durham,High School,Boys,35.996653,-78.9018053
Science and Math Ultimate Frisbee Girls,Durham,High School,Girls,35.996653,-78.9018053
Rah Oystahs,Durham,High School,Mixed,35.996653,-78.9018053
WUFDA,Eagan,High School,Boys,44.818173,-93.1659179
WUFDA,Eagan,High School,Boys,44.818173,-93.1659179
WUFDA,Eagan,High School,Boys,44.818173,-93.1659179
Eagan C ,Eagan,High School,Boys,44.818173,-93.1659179
WUFDA,Eagan,High School,Girls,44.818173,-93.1659179
Mustangs,Eagle,High School,Mixed,39.6161124,-106.7172844
MUF,Eagleville,High School,Boys,40.4691664,-93.9871736
The Step Dads,East Greenwich,High School,Boys,41.6603788,-71.4558911
The Step Dads,East Greenwich,High School,Mixed,41.6603788,-71.4558911
Black Ice 2017,Easthampton,High School,Boys,42.2689274,-72.6688036
Rush 2017,Easthmapton,High School,Girls,42.309387,-72.75862
Naked Jayhawks,Easton,High School,Boys,40.6916081,-75.2099866
Eagles,Eden Prairie,High School,Girls,44.8546856,-93.470786
EP Ultimate Varsity,Eden Prairie,High School,Boys,44.8546856,-93.470786
Huskies,Eden Prairie,High School,Boys,44.8546856,-93.470786
Edina Ultimate,Edina,High School,Boys,44.8897027,-93.3501222
Edina Ultimate JV GOLD,Edina,High School,Boys,44.8897027,-93.3501222
Edina Ultimate JV GREEN,Edina,High School,Boys,44.8897027,-93.3501222
Edina Ultimate Varsity,Edina,High School,Boys,44.8897027,-93.3501222
Edina Ultimate Varsity,Edina,High School,Girls,44.8897027,-93.3501222
Green Lantern Girls,Edina,High School,Girls,44.8897027,-93.3501222
Edina Ultimate Girls JV ,Edina,High School,Girls,44.8897027,-93.3501222
E'Ville Elite,Edwardsville,High School,Boys,38.8114364,-89.953157
EC HUC,El Cerrito,High School,Boys,37.9154056,-122.301411
EC FLOW,El Cerrito,High School,Boys,37.9154056,-122.301411
Vikings,Ellicott city,High School,Boys,39.2673284,-76.7983067
Elmhurst Evolution,Elmhurst,High School,Boys,41.8994745,-87.9403418
Elmhurst Evolution,Elmhurst,High School,Mixed,41.8994745,-87.9403418
Elmhurst Evolution B,Elmhurst,High School,Boys,41.8994745,-87.9403418
El Oso,Englewood,High School,Mixed,39.6482059,-104.9879641
El Oso,Englewood,High School,Boys,39.6482059,-104.9879641
Bulldogs,Englewood,High School,Boys,39.6482059,-104.9879641
Essex Hornets Ultimate,Essex,High School,Boys,40.8336066,-95.3083218
Axemen,Eugene,High School,Boys,44.0505054,-123.0950506
Eureka Ultimate,Eureka,High School,Boys,40.8020712,-124.1636729
Wildkits,Evanston,High School,Boys,42.0447388,-87.6930459
Wildkits,Evanston,High School,Mixed,42.0447388,-87.6930459
PEA Ultimate,Exeter,High School,Mixed,42.981477,-70.9478343
Rebels,Fairfax,High School,Boys,38.8462236,-77.3063733
New Martians,Fairfax,High School,Boys,38.8462236,-77.3063733
Woodson Girls Ultimate Team (GWUT),Fairfax,High School,Girls,38.8462236,-77.3063733
WUT,Fairfax,High School,Boys,38.8462236,-77.3063733
Fairfax Flyers,Fairfax,High School,Girls,38.8462236,-77.3063733
Tribe,Fairfield,High School,Boys,38.2493581,-122.039966
Bi-Polar Bears,Fairport,High School,Boys,43.0993,-77.443014
Falmouth JV Boys,Falmouth,High School,Boys,38.6767366,-84.3304592
Falmouth Boys Varsity,Falmouth,High School,Mixed,38.6767366,-84.3304592
Falmouth Boys Varsity,Falmouth,High School,Boys,38.6767366,-84.3304592
Falmouth Girls,Falmouth,High School,Mixed,38.6767366,-84.3304592
Falmouth Girls,Falmouth,High School,Girls,38.6767366,-84.3304592
Darkside,Fayetteville,High School,Boys,36.0625843,-94.1574328
Fishers Ultimate,Fishers,High School,Boys,39.9555928,-86.0138729
Marcus,Flower Mound,High School,Boys,33.0283854,-97.0867203
Marcus 1,Flower Mound,High School,Mixed,33.0283854,-97.0867203
Marcus 2,Flower Mound,High School,Mixed,33.0283854,-97.0867203
Marcus,Flower Mound,High School,Girls,33.0283854,-97.0867203
Phantoms,Fort Collins,High School,Mixed,40.5508527,-105.0668085
Flyers,Framingham,High School,Boys,42.3095704,-71.4413097
Mirror Image,Frankfort,High School,Boys,38.2009055,-84.8732836
Mirror Image,Frankfort,High School,Mixed,38.2009055,-84.8732836
FAtal,Fryeburg,High School,Boys,44.016521,-70.981293
FAtal,Fryeburg,High School,Mixed,44.016521,-70.981293
Femme FAtale,Fryeburg,High School,Girls,44.016521,-70.981293
Gahanna Fog,Gahanna,High School,Boys,40.0195625,-82.8791363
Gahanna Fog,Gahanna,High School,Mixed,40.0195625,-82.8791363
Lady Vikings,Geneva,High School,Girls,31.0862933,-85.803014
Vikings,Geneva,High School,Boys,31.0862933,-85.803014
Vikings,Geneva,High School,Boys,31.0862933,-85.803014
Vikings,Geneva,High School,Boys,31.0862933,-85.803014
Vikings,Geneva,High School,Boys,31.0862933,-85.803014
Vikings,Geneva,High School,Boys,31.0862933,-85.803014
Vikings,Geneva,High School,Boys,31.0862933,-85.803014
Pine Richland Rams,Gibsonia,High School,Girls,40.6300671,-79.9695004
Pine Richland Rams,Gibsonia,High School,Boys,40.6300671,-79.9695004
Pine-Richland Boys,Gibsonia,High School,Boys,40.6300671,-79.9695004
Glenelg,Glenelg,High School,Boys,39.2644382,-76.9899134
Compass Montessori Unicorns,Golden,High School,Mixed,39.755543,-105.221099
Compass Montessori Unicorns,Golden,High School,Boys,39.755543,-105.221099
Golden High School,Golden,High School,Mixed,39.755543,-105.221099
Golden High School,Golden,High School,Boys,39.755543,-105.221099
White Lightning,Grand Rapids,High School,Boys,42.9632405,-85.6678639
Grandview Heights,Grandview Heights,High School,Boys,39.9797863,-83.0407403
Grandview Heights,Grandview Heights,High School,Mixed,39.9797863,-83.0407403
Gray-New Gloucester HS Boys,Gray,High School,Boys,37.7221896,-100.4373907
Four Rivers jv,Greenfield,High School,Boys,42.6097476,-72.5979752
Four Rivers Varsity Boys,Greenfield,High School,Boys,42.6097476,-72.5979752
Four Rivers Varsity Girls,Greenfield,High School,Girls,42.6097476,-72.5979752
Trojans,Greenwood,High School,Boys,37.8709542,-96.2471338
Trojans (A),Greenwood,High School,Boys,37.8709542,-96.2471338
Trojans (Girls),Greenwood,High School,Girls,37.8709542,-96.2471338
Trojans (Girls),Greenwood,High School,Boys,37.8709542,-96.2471338
Groton-Dunstable Ultimate,Groton,High School,Boys,41.3381782,-72.0297913
Grove City Ultimate Club,Grove City,High School,Boys,45.1505185,-94.6830533
Grove City Ultimate Club,Grove City,High School,Mixed,45.1505185,-94.6830533
Hartsbrook,Hadley,High School,Boys,44.0010355,-95.8539077
Hartsbrook,Hadley,High School,Mixed,44.0010355,-95.8539077
Rams,Hartford,High School,Boys,41.7655582,-72.6906128
Harvard Ultimate Club (Blue),Harvard,High School,Boys,42.3679086,-71.1267824
Harvard Ultimate Club (Blue),Harvard,High School,Mixed,42.3679086,-71.1267824
Harvard Ultimate Club (White),Harvard,High School,Boys,42.3679086,-71.1267824
Harvard Ultimate Club (White),Harvard,High School,Mixed,42.3679086,-71.1267824
Hastings,Hastings,High School,Boys,44.7426933,-92.8518697
Hastings Girls Ultimate,Hastings,High School,Girls,44.7426933,-92.8518697
Haverford Ultimate Disc Alliance,Havertown,High School,Girls,39.9809452,-75.3085201
HUDA,Havertown,High School,Boys,39.9809452,-75.3085201
Lone Peak,Highland,High School,Mixed,34.1283442,-117.2086513
Lone Peak,Highland,High School,Boys,34.1283442,-117.2086513
Lone Peak,Highland,High School,Mixed,34.1283442,-117.2086513
Lone Peak,Highland,High School,Girls,34.1283442,-117.2086513
Lone Peak,Highland,High School,Boys,34.1283442,-117.2086513
Lone Peak,Highland,High School,Mixed,34.1283442,-117.2086513
Lone Peak,Highland,High School,Girls,34.1283442,-117.2086513
Lone Peak,Highland,High School,Boys,34.1283442,-117.2086513
Giants,Highland Park,High School,Boys,32.831563,-96.8007733
Giants,Highland Park,High School,Mixed,32.831563,-96.8007733
Chupacabras,Highland Park,High School,Boys,32.831563,-96.8007733
Conant Ultimate,Hoffman Estates,High School,Boys,42.0427256,-88.0792782
Wachusett Mountaineers 2017,Holden,High School,Boys,38.7141778,-93.9913303
Holliston Varsity,Holliston,High School,Boys,42.2000966,-71.4245049
Holly Springs,Holly Springs,High School,Mixed,34.7675967,-89.4486894
Hopkins - MSL,Hopkins,High School,Boys,33.1368252,-95.5656578
Hopkins HS Girls,Hopkins,High School,Boys,33.1368252,-95.5656578
Hopkins HS Girls,Hopkins,High School,Girls,33.1368252,-95.5656578
Bears,Hopkins,High School,Boys,33.1368252,-95.5656578
Rams,Houston,High School,Boys,29.7589382,-95.3676974
Hudson Ultimate ,Hudson,High School,Boys,42.7654433,-71.4397167
Hudson Ultimate Experiment,Hudson,High School,Boys,42.7654433,-71.4397167
Hutto/Vista Ridge,Hutto,High School,Boys,30.5427638,-97.5468898
Braves Ultimate A,Indianapolis,High School,Boys,39.7683331,-86.1583502
COMBO,Indianapolis,High School,Boys,39.7683331,-86.1583502
COMBO,Indianapolis,High School,Girls,39.7683331,-86.1583502
Perry Meridian Falcons,Indianapolis,High School,Boys,39.7683331,-86.1583502
Shortridge HS,Indianapolis,High School,Boys,39.7683331,-86.1583502
Parakeet Penguins,Indianapolis,High School,Boys,39.7683331,-86.1583502
Decatur Central HS,Indianapolis,High School,Boys,39.7683331,-86.1583502
Braves Ultimate B,Indianapolis ,High School,Boys,39.7683331,-86.1583502
Metallic Wings,Iowa City,High School,Boys,41.6612561,-91.5299106
Islesboro Eagles,Islesboro,High School,Mixed,44.3084113,-68.9033651
Devils Hammer ,Jeffersonville ,High School,Boys,38.2770227,-85.7371604
Northview Titans,Johns Creek,High School,Boys,34.0181557,-84.190196
Kalamazoo United Chill,Kalamazoo,High School,Boys,42.291707,-85.5872286
Kalamazoo United Chill,Kalamazoo,High School,Mixed,42.291707,-85.5872286
Davis,Kaysville,High School,Boys,41.0349847,-111.9383931
Upper Merion,King of Prussia,High School,Boys,40.0947624,-75.3851334
Kirkwood Pioneers 2017,Kirkwood,High School,Boys,38.5800713,-90.4069177
Kirkwood Pioneers 2017,Kirkwood,High School,Girls,38.5800713,-90.4069177
Hawks,Knoxville,High School,Boys,35.9603948,-83.9210261
Hornets,Knoxville,High School,Girls,35.9603948,-83.9210261
Hornets,Knoxville,High School,Boys,35.9603948,-83.9210261
River's Edge Eagles,Knoxville,High School,Boys,35.9603948,-83.9210261
STEM,Knoxville,High School,Boys,35.9603948,-83.9210261
STEM Academy of Knoxville--Junior Varsity,Knoxville,High School,Boys,35.9603948,-83.9210261
Bentley Phoenix,Lafayette,High School,Boys,30.2240897,-92.0198427
Lafayette Jazz,Lafayette,High School,Boys,30.2240897,-92.0198427
LUDA,Lakeville,High School,Boys,44.650051,-93.2432791
LUDA,Lakeville,High School,Mixed,44.650051,-93.2432791
LUDA - JV,Lakeville,High School,Boys,44.650051,-93.2432791
LUDA - JV,Lakeville,High School,Mixed,44.650051,-93.2432791
Cougars,Lakeville,High School,Boys,44.650051,-93.2432791
Cougars,Lakeville,High School,Mixed,44.650051,-93.2432791
Hotchkiss Ultimate,Lakeville,High School,Boys,44.650051,-93.2432791
Skuber,Lakewood,High School,Boys,39.6311085,-105.1100582
Catch of the Day,Lakewood,High School,Mixed,39.6311085,-105.1100582
Catch of the Day,Lakewood,High School,Boys,39.6311085,-105.1100582
Lakewood DEEP,Lakewood,High School,Boys,39.6311085,-105.1100582
Lakewood DEEP,Lakewood,High School,Boys,39.6311085,-105.1100582
Lakewood DEEP,Lakewood,High School,Mixed,39.6311085,-105.1100582
Lakewood DEEP,Lakewood,High School,Boys,39.6311085,-105.1100582
Lakewood DEEP Girls,Lakewood,High School,Girls,39.6311085,-105.1100582
Lakewood DEEP Girls,Lakewood,High School,Girls,39.6311085,-105.1100582
Lakewood DEEP Mixed,Lakewood,High School,Mixed,39.6311085,-105.1100582
Knights,Lansdale,High School,Boys,40.2414952,-75.2837862
Break Force ,Layton,High School,Boys,41.0751048,-111.9741925
Break Force ,Layton,High School,Boys,41.0751048,-111.9741925
Rouse Raiders,Leander,High School,Boys,30.5586046,-97.8444364
Lady Warriors,Lebanon,High School,Girls,40.3429683,-76.4233816
Warriors Mixed,Lebanon,High School,Mixed,40.3429683,-76.4233816
Warriors Open,Lebanon,High School,Boys,40.3429683,-76.4233816
Warrior Open B,Lebanon,High School,Boys,40.3429683,-76.4233816
Knight Owls,Lebanon,High School,Boys,40.3429683,-76.4233816
Pride Ultimate,leesburg,High School,Boys,28.810823,-81.8778582
Skyridge,Lehi,High School,Mixed,40.3880902,-111.8491619
Lexington Cutie Pi,Lexington,High School,Girls,38.0464066,-84.4970393
Pi,Lexington,High School,Boys,38.0464066,-84.4970393
Thunder Alley,Lexington,High School,Boys,38.0464066,-84.4970393
Fooligals,Lexington,High School,Girls,38.0464066,-84.4970393
Fooligans,Lexington,High School,Boys,38.0464066,-84.4970393
Fooligans JVA,Lexington,High School,Boys,38.0464066,-84.4970393
LexCath Flying Knights,Lexington,High School,Boys,38.0464066,-84.4970393
Fooligals JV,Lexington,High School,Girls,38.0464066,-84.4970393
Pi B,Lexington,High School,Boys,38.0464066,-84.4970393
Maeser Lions,Lindon,High School,Mixed,40.3432857,-111.7207608
Arapahoe Gold,Littleton,High School,Boys,39.613321,-105.0166498
Arapahoe Gold,Littleton,High School,Mixed,39.613321,-105.0166498
Arapahoe Warriors,Littleton,High School,Boys,39.613321,-105.0166498
Arapahoe Warriors,Littleton,High School,Girls,39.613321,-105.0166498
Highest Bidders,Littleton,High School,Mixed,39.613321,-105.0166498
Highest Bidders,Littleton,High School,Boys,39.613321,-105.0166498
Collegiate Academy Ultimate,Littleton,High School,Boys,39.613321,-105.0166498
Rebel Disc Ultimate,Littleton,High School,Boys,39.613321,-105.0166498
Eagls,Littleton,High School,Boys,39.613321,-105.0166498
Heritage Eagles,Littleton,High School,Mixed,39.613321,-105.0166498
LION ULTIMATE,Littleton,High School,Boys,39.613321,-105.0166498
Littleton Lion Ultimate,Littleton,High School,Mixed,39.613321,-105.0166498
X Chromosomes,Littleton,High School,Girls,39.613321,-105.0166498
Lancers,Longmeadow,High School,Boys,42.0485378,-72.567701
Longmeadow Girls Varsity,Longmeadow,High School,Girls,42.0485378,-72.567701
Monarch Boys X,Louisille,High School,Boys,33.05337,-87.183027
